exchange_control	kitsune, dragon's daughter	2	A	class1-plain-typed	Typed(ctrl=None,props=[Another])
exchange_control	kitsune, dragon's daughter	2	B	class1-plain-typed	Typed(ctrl=None,props=[Another])
exchange_control	modify memory	1	A	class1-plain-typed	Typed(ctrl=None,props=[])
exchange_control	modify memory	1	B	class1-plain-typed	Typed(ctrl=None,props=[])
exchange_control	oko, thief of crowns	1	A	class1-plain-typed	Or
exchange_control	oko, thief of crowns	1	B	class1-plain-typed	Typed(ctrl=Opponent,props=[PtComparison])
exchange_control	perplexing chimera	1	A	selfref-skip	SelfRef
exchange_control	perplexing chimera	1	B	class4-stack-object	TriggeringSource
exchange_control	phyrexian infiltrator	1	A	selfref-skip	SelfRef
exchange_control	phyrexian infiltrator	1	B	class1-plain-typed	Typed(ctrl=None,props=[])
exchange_control	political trickery	1	A	class1-plain-typed	Typed(ctrl=You,props=[])
exchange_control	political trickery	1	B	class1-plain-typed	Typed(ctrl=Opponent,props=[])
exchange_control	puca's mischief	1	A	class1-plain-typed	Typed(ctrl=You,props=[])
exchange_control	puca's mischief	1	B	class2-prior-target-relative	Typed(ctrl=Opponent,props=[Cmc])
exchange_control	role reversal	1	A	class3-symmetric-shares-quality	Typed(ctrl=None,props=[SharesQuality])
exchange_control	role reversal	1	B	class3-symmetric-shares-quality	Typed(ctrl=None,props=[SharesQuality])
exchange_control	shifting borders	1	A	class1-plain-typed	Typed(ctrl=None,props=[])
exchange_control	shifting borders	1	B	class1-plain-typed	Typed(ctrl=None,props=[])
exchange_control	shifting grift	1	A	class1-plain-typed	Typed(ctrl=None,props=[])
exchange_control	shifting grift	1	B	class1-plain-typed	Typed(ctrl=None,props=[])
exchange_control	shifting grift	2	A	class1-plain-typed	Typed(ctrl=None,props=[])
exchange_control	shifting grift	2	B	class1-plain-typed	Typed(ctrl=None,props=[])
exchange_control	shifting grift	3	A	class1-plain-typed	Typed(ctrl=None,props=[])
exchange_control	shifting grift	3	B	class1-plain-typed	Typed(ctrl=None,props=[])
exchange_control	shifting loyalties	1	A	class3-symmetric-shares-quality	Typed(ctrl=None,props=[SharesQuality])
exchange_control	shifting loyalties	1	B	class3-symmetric-shares-quality	Typed(ctrl=None,props=[SharesQuality])
exchange_control	shrewd negotiation	1	A	class1-plain-typed	Typed(ctrl=You,props=[])
exchange_control	shrewd negotiation	1	B	class1-plain-typed	Or
exchange_control	spawnbroker	1	A	class1-plain-typed	Typed(ctrl=You,props=[])
exchange_control	spawnbroker	1	B	class2-prior-target-relative	Typed(ctrl=Opponent,props=[PtComparison])
exchange_control	sudden substitution	1	A	class4-stack-object	And
exchange_control	sudden substitution	1	B	class1-plain-typed	Typed(ctrl=None,props=[])
exchange_control	switcheroo	1	A	class1-plain-typed	Typed(ctrl=None,props=[])
exchange_control	switcheroo	1	B	class1-plain-typed	Typed(ctrl=None,props=[])
exchange_control	the trickster-god's heist	1	A	class1-plain-typed	Typed(ctrl=None,props=[])
exchange_control	the trickster-god's heist	1	B	class1-plain-typed	Typed(ctrl=None,props=[])
exchange_control	the trickster-god's heist	2	A	class3-symmetric-shares-quality	Typed(ctrl=None,props=[NotSupertype,SharesQuality])
exchange_control	the trickster-god's heist	2	B	class3-symmetric-shares-quality	Typed(ctrl=None,props=[NotSupertype,SharesQuality])
exchange_control	trade the helm	1	A	class1-plain-typed	Or
exchange_control	trade the helm	1	B	class1-plain-typed	Or
exchange_control	vedalken plotter	1	A	class1-plain-typed	Typed(ctrl=You,props=[])
exchange_control	vedalken plotter	1	B	class1-plain-typed	Typed(ctrl=Opponent,props=[])
exchange_control	visions of duplicity	1	A	class1-plain-typed	Typed(ctrl=Opponent,props=[])
exchange_control	visions of duplicity	1	B	class1-plain-typed	Typed(ctrl=Opponent,props=[])
exchange_control	volatile stormdrake	1	A	selfref-skip	SelfRef
exchange_control	volatile stormdrake	1	B	class1-plain-typed	Typed(ctrl=Opponent,props=[])
